Name,Team,player_type,PA,AB,H,HR,R,RBI,SB,AVG,IP,W,SV,SO,ERA,WHIP,sgp_R,sgp_HR,sgp_RBI,sgp_SB,sgp_AVG,sgp_hitting,sgp_W,sgp_SV,sgp_SO,sgp_ERA,sgp_WHIP,sgp_pitching,sgp_total,p_c,p_1b,p_2b,p_3b,p_ss,p_of,p_ci,p_mi,p_dh,p_sp,p_rp
Bryce Harper,PHI,hitter,665,574,157,29,90,95,11,0.273448,NA,NA,NA,NA,NA,NA,0.3094192924118262,0.3486858630067355,0.5348725382562612,0.0907559244461442,0.13332619212445068,1.4170598102454177,0,0,0,0,0,0,1.4170598102454177,0,1,0,0,0,0,1,0,1,0,0
Trea Turner,PHI,hitter,644,591,167,19,92,73,28,0.28246,NA,NA,NA,NA,NA,NA,0.31629527668764457,0.22844935852165427,0.4110073188706007,0.23101508040836707,0.17668908756613613,1.3634561220544028,0,0,0,0,0,0,1.3634561220544028,0,0,0,0,1,0,0,1,1,0,0
Freddie Freeman,LAD,hitter,651,568,161,24,89,91,8,0.283671,NA,NA,NA,NA,NA,NA,0.305981300273917,0.2885676107641949,0.5123515892770503,0.06600430868810488,0.17490308357264936,1.3478078925759163,0,0,0,0,0,0,1.3478078925759163,0,1,0,0,0,0,1,0,1,0,0
Francisco Lindor,NYM,hitter,630,558,146,26,94,78,22,0.261271,NA,NA,NA,NA,NA,NA,0.32317126096346294,0.31261491166121114,0.4391585050946145,0.1815118488922884,0.07932707321579564,1.3357835998273726,0,0,0,0,0,0,1.3357835998273726,0,0,0,0,1,0,0,1,1,0,0
Mookie Betts,LAD,hitter,651,567,155,24,97,87,9,0.273925,NA,NA,NA,NA,NA,NA,0.3334852373771905,0.2885676107641949,0.48983064029783924,0.07425484727411799,0.13370171690868238,1.319840052622025,0,0,0,0,0,0,1.319840052622025,0,0,0,0,1,0,0,1,1,0,0
James Wood,WSN,hitter,644,558,146,27,90,84,16,0.261312,NA,NA,NA,NA,NA,NA,0.3094192924118262,0.32463856210971925,0.472939928563431,0.13200861737620975,0.07949637526755356,1.3185027757287398,0,0,0,0,0,0,1.3185027757287398,0,0,0,0,0,1,0,0,1,0,0
Ketel Marte,ARI,hitter,637,554,152,27,94,86,6,0.273601,NA,NA,NA,NA,NA,NA,0.32317126096346294,0.32463856210971925,0.48420040305303647,0.04950323151607866,0.12930793697929086,1.310821394621588,0,0,0,0,0,0,1.310821394621588,0,0,1,0,0,0,0,1,1,0,0
Matt Olson,ATL,hitter,686,594,151,32,94,95,1,0.253212,NA,NA,NA,NA,NA,NA,0.32317126096346294,0.38475681435225983,0.5348725382562612,0.00825053858601311,0.049019793314023355,1.3000709454720205,0,0,0,0,0,0,1.3000709454720205,0,1,0,0,0,0,1,0,1,0,0
Austin Riley,ATL,hitter,672,608,159,30,88,92,3,0.261176,NA,NA,NA,NA,NA,NA,0.3025433081360078,0.3607095134552436,0.517981826521853,0.02475161575803933,0.0860077976490001,1.291994061520144,0,0,0,0,0,0,1.291994061520144,0,0,0,1,0,0,1,0,1,0,0
Rafael Devers,SFG,hitter,686,589,149,31,94,93,2,0.252643,NA,NA,NA,NA,NA,NA,0.32317126096346294,0.3727331639037517,0.5236120637666557,0.01650107717202622,0.04612705431752737,1.282144620123424,0,0,0,0,0,0,1.282144620123424,0,1,0,0,0,0,1,0,1,0,0
Paul Skenes,PIT,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,189,13,0,223,2.84104,1.06715,0,0,0,0,0,0,0.31888884905780185,0,0.6153880159888506,0.17971314929590185,0.1630348280073816,1.277024842349936,1.277024842349936,0,0,0,0,0,0,0,0,0,1,0
Bo Bichette,NYM,hitter,658,608,177,19,81,86,6,0.2908,NA,NA,NA,NA,NA,NA,0.2784773631706436,0.22844935852165427,0.48420040305303647,0.04950323151607866,0.21929591814096294,1.259926274402376,0,0,0,0,0,0,1.259926274402376,0,0,0,0,1,0,0,1,1,0,0
Manny Machado,SDP,hitter,644,583,153,26,80,90,9,0.263046,NA,NA,NA,NA,NA,NA,0.2750393710327344,0.31261491166121114,0.5067213520322474,0.07425484727411799,0.09053907801326579,1.2591695600135766,0,0,0,0,0,0,1.2591695600135766,0,0,0,1,0,0,1,0,1,0,0
Teoscar Hernandez,LAD,hitter,595,546,142,29,75,92,6,0.260762,NA,NA,NA,NA,NA,NA,0.25784941034318853,0.3486858630067355,0.517981826521853,0.04950323151607866,0.07556449211454537,1.249584823502401,0,0,0,0,0,0,1.249584823502401,0,0,0,0,0,1,0,0,1,0,0
Eugenio Suarez,CIN,hitter,616,546,128,35,79,97,3,0.235163,NA,NA,NA,NA,NA,NA,0.2716013788948252,0.4208277656977842,0.5461330127458668,0.02475161575803933,-0.027868671611760248,1.2354451014847554,0,0,0,0,0,0,1.2354451014847554,0,0,0,1,0,0,1,0,1,0,0
CJ Abrams,WSN,hitter,630,573,146,20,86,70,30,0.2544,NA,NA,NA,NA,NA,NA,0.2956673238601895,0.24047300897016238,0.3941166071361925,0.24751615758039328,0.05232427227981883,1.2300973698267563,0,0,0,0,0,0,1.2300973698267563,0,0,0,0,1,0,0,1,1,0,0
Michael Harris II,ATL,hitter,574,539,148,22,71,77,18,0.275134,NA,NA,NA,NA,NA,NA,0.2440974417915518,0.2645203098671786,0.43352826784981174,0.14850969454823598,0.13192151858347473,1.222577232640253,0,0,0,0,0,0,1.222577232640253,0,0,0,0,0,1,0,0,1,0,0
Jackson Merrill,SDP,hitter,630,577,155,24,82,84,7,0.269639,NA,NA,NA,NA,NA,NA,0.2819153553085528,0.2885676107641949,0.472939928563431,0.05775377010209177,0.11775888462463617,1.2189355493629068,0,0,0,0,0,0,1.2189355493629068,0,0,0,0,0,1,0,0,1,0,0
Geraldo Perdomo,ARI,hitter,686,581,155,15,96,72,23,0.266075,NA,NA,NA,NA,NA,NA,0.3300472452392813,0.1803547567276218,0.405377081625798,0.18976238747830151,0.10325173664586414,1.2087932077168666,0,0,0,0,0,0,1.2087932077168666,0,0,0,0,1,0,0,1,1,0,0
Seiya Suzuki,CHC,hitter,630,553,142,27,79,88,7,0.256434,NA,NA,NA,NA,NA,NA,0.2716013788948252,0.32463856210971925,0.495460877542642,0.05775377010209177,0.05882171848739628,1.2082763071366744,0,0,0,0,0,0,1.2082763071366744,0,0,0,0,0,1,0,0,1,0,0
Andy Pages,LAD,hitter,602,549,141,26,75,85,10,0.256537,NA,NA,NA,NA,NA,NA,0.25784941034318853,0.31261491166121114,0.47857016580823375,0.08250538586013109,0.05881470472792317,1.1903545784006877,0,0,0,0,0,0,1.1903545784006877,0,0,0,0,0,1,0,0,1,0,0
Hunter Goodman,COL,hitter,583,538,139,29,74,89,2,0.258685,NA,NA,NA,NA,NA,NA,0.25441141820527935,0.3486858630067355,0.5010911147874447,0.01650107717202622,0.06618813069538274,1.1868776038668685,0,0,0,0,0,0,1.1868776038668685,1,0,0,0,0,0,0,0,1,0,0
Adolis Garcia,PHI,hitter,609,556,134,27,75,88,13,0.240994,NA,NA,NA,NA,NA,NA,0.25784941034318853,0.32463856210971925,0.495460877542642,0.10725700161817042,-0.0043873329012792854,1.1808185187124407,0,0,0,0,0,0,1.1808185187124407,0,0,0,0,0,1,0,0,1,0,0
Willy Adames,SFG,hitter,679,596,141,27,85,87,12,0.236406,NA,NA,NA,NA,NA,NA,0.29222933172228033,0.32463856210971925,0.48983064029783924,0.09900646303215732,-0.02493846345862879,1.1807665337033673,0,0,0,0,0,0,1.1807665337033673,0,0,0,0,1,0,0,1,1,0,0
Matt Chapman,SFG,hitter,672,583,141,27,89,84,9,0.241524,NA,NA,NA,NA,NA,NA,0.305981300273917,0.32463856210971925,0.472939928563431,0.07425484727411799,-0.0023137953093480446,1.1755008429118374,0,0,0,0,0,0,1.1755008429118374,0,0,0,1,0,0,1,0,1,0,0
Christian Yelich,MIL,hitter,630,553,141,20,81,80,17,0.255875,NA,NA,NA,NA,NA,NA,0.2784773631706436,0.24047300897016238,0.45041897958422,0.14025915596222285,0.056534113130557825,1.1661626208178066,0,0,0,0,0,0,1.1661626208178066,0,0,0,0,0,0,0,0,1,0,0
Logan Webb,SFG,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,202,14,0,191,3.18843,1.16888,0,0,0,0,0,0,0.3434187605237866,0,0.5270812154882084,0.16075256341324198,0.12165070386882268,1.1529032432940596,1.1529032432940596,0,0,0,0,0,0,0,0,0,1,0
Michael Busch,CHC,hitter,595,520,132,28,83,81,3,0.252833,NA,NA,NA,NA,NA,NA,0.28535334744646196,0.33666221255822737,0.4560492168290227,0.02475161575803933,0.04145451658098129,1.1442709091727326,0,0,0,0,0,0,1.1442709091727326,0,1,0,0,0,0,1,0,1,0,0
Nico Hoerner,CHC,hitter,665,607,171,9,79,65,27,0.281131,NA,NA,NA,NA,NA,NA,0.2716013788948252,0.10821285403657308,0.36596542091217876,0.22276454182235395,0.1755027752034078,1.1440469708693388,0,0,0,0,0,0,1.1440469708693388,0,0,1,0,0,0,0,1,1,0,0
Alec Burleson,STL,hitter,609,557,154,22,70,80,6,0.275743,NA,NA,NA,NA,NA,NA,0.2406594496536426,0.2645203098671786,0.45041897958422,0.04950323151607866,0.13883730908524694,1.1439392797063666,0,0,0,0,0,0,1.1439392797063666,0,1,0,0,0,1,1,0,1,0,0
Brice Turang,MIL,hitter,651,582,151,14,82,68,28,0.258763,NA,NA,NA,NA,NA,NA,0.2819153553085528,0.16833110627911368,0.38285613264658697,0.23101508040836707,0.07193722639280739,1.1360549010354277,0,0,0,0,0,0,1.1360549010354277,0,0,1,0,0,0,0,1,1,0,0
Ezequiel Tovar,COL,hitter,651,605,161,21,82,74,9,0.266026,NA,NA,NA,NA,NA,NA,0.2819153553085528,0.2524966594186705,0.4166375561154035,0.07425484727411799,0.1072974893375091,1.132601907454254,0,0,0,0,0,0,1.132601907454254,0,0,0,0,1,0,0,1,1,0,0
Luis Robert Jr.,NYM,hitter,567,515,121,21,69,76,29,0.235407,NA,NA,NA,NA,NA,NA,0.23722145751573342,0.2524966594186705,0.42789803060500897,0.23926561899438017,-0.025356473746879694,1.1315252927869135,0,0,0,0,0,0,1.1315252927869135,0,0,0,0,0,1,0,0,1,0,0
Dansby Swanson,CHC,hitter,686,619,149,22,82,80,16,0.241008,NA,NA,NA,NA,NA,NA,0.2819153553085528,0.2645203098671786,0.45041897958422,0.13200861737620975,-0.004820328513797811,1.1240429336223634,0,0,0,0,0,0,1.1240429336223634,0,0,0,0,1,0,0,1,1,0,0
Heliot Ramos,SFG,hitter,644,579,149,23,78,79,7,0.257357,NA,NA,NA,NA,NA,NA,0.26816338675691603,0.27654396031568673,0.44478874233941723,0.05775377010209177,0.06554209570608444,1.1127919552201961,0,0,0,0,0,0,1.1127919552201961,0,0,0,0,0,1,0,0,1,0,0
Cristopher Sanchez,PHI,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,200,12,0,193,3.2092,1.16053,0,0,0,0,0,0,0.2943589375918171,0,0.5326003905194985,0.15730680487872456,0.12472075412170767,1.1089868871117479,1.1089868871117479,0,0,0,0,0,0,0,0,0,1,0
William Contreras,MIL,hitter,610,531,143,20,80,77,6,0.270014,NA,NA,NA,NA,NA,NA,0.2750393710327344,0.24047300897016238,0.43352826784981174,0.04950323151607866,0.10984439519340264,1.1083882745621898,0,0,0,0,0,0,1.1083882745621898,1,0,0,0,0,0,0,0,1,0,0
Chris Sale,ATL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,165,12,0,200,3.15014,1.10327,0,0,0,0,0,0,0.2943589375918171,0,0.551917503129014,0.1341277761696042,0.12707735761782907,1.1074815745082642,1.1074815745082642,0,0,0,0,0,0,0,0,0,1,0
Ivan Herrera,STL,hitter,593,514,140,19,76,73,10,0.273429,NA,NA,NA,NA,NA,NA,0.26128740248109766,0.22844935852165427,0.4110073188706007,0.08250538586013109,0.11931738589122849,1.1025668516247122,0,0,0,0,0,0,1.1025668516247122,0,0,0,0,0,0,0,0,1,0,0
Oneil Cruz,PIT,hitter,539,473,112,22,69,67,29,0.237188,NA,NA,NA,NA,NA,NA,0.23722145751573342,0.2645203098671786,0.37722589540178425,0.23926561899438017,-0.017054532298770648,1.1011787494803058,0,0,0,0,0,0,1.1011787494803058,0,0,0,0,0,1,0,0,1,0,0
Alex Bregman,CHC,hitter,672,584,146,23,87,82,3,0.250046,NA,NA,NA,NA,NA,NA,0.2991053159980987,0.27654396031568673,0.4616794540738255,0.02475161575803933,0.034511966561129856,1.09659231270678,0,0,0,0,0,0,1.09659231270678,0,0,0,1,0,0,1,0,1,0,0
Hunter Greene,CIN,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,180,11,0,212,3.73766,1.11468,0,0,0,0,0,0,0.26982902612583237,0,0.5850325533167549,0.09911780852781352,0.1333729619695862,1.0873523499399869,1.0873523499399869,0,0,0,0,0,0,0,0,0,1,0
Kyle Stowers,MIA,hitter,609,537,131,27,73,84,4,0.243023,NA,NA,NA,NA,NA,NA,0.25097342606737016,0.32463856210971925,0.472939928563431,0.03300215434405244,0.003825665209187095,1.0853797362937598,0,0,0,0,0,0,1.0853797362937598,0,0,0,0,0,1,0,0,1,0,0
Ian Happ,CHC,hitter,658,566,137,23,84,79,8,0.242872,NA,NA,NA,NA,NA,NA,0.28879133958437114,0.27654396031568673,0.44478874233941723,0.06600430868810488,0.003399798853919987,1.0795281497815,0,0,0,0,0,0,1.0795281497815,0,0,0,0,0,1,0,0,1,0,0
Dylan Crews,WSN,hitter,595,539,131,18,72,69,26,0.243657,NA,NA,NA,NA,NA,NA,0.24753543392946098,0.21642570807314615,0.38848636989138974,0.21451400323634084,0.006368758366882233,1.07333027349722,0,0,0,0,0,0,1.07333027349722,0,0,0,0,0,1,0,0,1,0,0
Bryson Stott,PHI,hitter,623,556,144,14,73,67,25,0.258134,NA,NA,NA,NA,NA,NA,0.25097342606737016,0.16833110627911368,0.37722589540178425,0.20626346465032774,0.0661355041003875,1.0689293964989834,0,0,0,0,0,0,1.0689293964989834,0,0,1,0,0,0,0,1,1,0,0
Brenton Doyle,COL,hitter,595,549,136,19,69,70,21,0.247602,NA,NA,NA,NA,NA,NA,0.23722145751573342,0.22844935852165427,0.3941166071361925,0.1732613103062753,0.022514333453396748,1.0555630669332523,0,0,0,0,0,0,1.0555630669332523,0,0,0,0,0,1,0,0,1,0,0
Ozzie Albies,ATL,hitter,630,571,145,19,75,75,11,0.253925,NA,NA,NA,NA,NA,NA,0.25784941034318853,0.22844935852165427,0.42226779336020626,0.0907559244461442,0.05013451704787265,1.049457003719066,0,0,0,0,0,0,1.049457003719066,0,0,1,0,0,0,0,1,1,0,0
Jurickson Profar,ATL,hitter,644,556,141,19,82,73,9,0.253122,NA,NA,NA,NA,NA,NA,0.2819153553085528,0.22844935852165427,0.4110073188706007,0.07425484727411799,0.04551354032837163,1.0411404203032975,0,0,0,0,0,0,1.0411404203032975,0,0,0,0,0,1,0,0,1,0,0
Alec Bohm,PHI,hitter,609,556,155,16,70,77,3,0.278339,NA,NA,NA,NA,NA,NA,0.2406594496536426,0.19237840717612992,0.43352826784981174,0.02475161575803933,0.14926933850054402,1.0405870789381675,0,0,0,0,0,0,1.0405870789381675,0,0,0,1,0,0,1,0,1,0,0
Jesus Luzardo,PHI,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,179,12,0,197,3.76917,1.19211,0,0,0,0,0,0,0.2943589375918171,0,0.5436387405820788,0.09604959552868243,0.09715618230618014,1.0312034560087584,1.0312034560087584,0,0,0,0,0,0,0,0,0,1,0
Marcus Semien,NYM,hitter,644,576,140,20,83,75,9,0.242489,NA,NA,NA,NA,NA,NA,0.28535334744646196,0.24047300897016238,0.42226779336020626,0.07425484727411799,0.0018273199869451497,1.0241763170378937,0,0,0,0,0,0,1.0241763170378937,0,0,1,0,0,0,0,1,1,0,0
Jorge Polanco,NYM,hitter,546,484,121,24,66,77,5,0.250741,NA,NA,NA,NA,NA,NA,0.2269074811020059,0.2885676107641949,0.43352826784981174,0.041252692930065546,0.031091666582274465,1.0213477192283524,0,0,0,0,0,0,1.0213477192283524,0,0,1,0,0,0,0,1,1,0,0
Mickey Moniak,COL,hitter,490,458,122,21,65,68,9,0.26628,NA,NA,NA,NA,NA,NA,0.2234694889640967,0.2524966594186705,0.38285613264658697,0.07425484727411799,0.08208774116745617,1.0151648694709283,0,0,0,0,0,0,1.0151648694709283,0,0,0,0,0,1,0,0,1,0,0
Luis Arraez,SFG,hitter,623,578,178,6,73,58,9,0.308143,NA,NA,NA,NA,NA,NA,0.25097342606737016,0.07214190269104873,0.3265537601985595,0.07425484727411799,0.2826570013167555,1.0065809375478518,0,0,0,0,0,0,1.0065809375478518,0,1,0,0,0,0,1,0,1,0,0
Luis Garcia Jr.,WSN,hitter,525,489,133,16,63,67,13,0.272091,NA,NA,NA,NA,NA,NA,0.21659350468827834,0.19237840717612992,0.37722589540178425,0.10725700161817042,0.10867218553690444,1.0021269944212674,0,0,0,0,0,0,1.0021269944212674,0,0,1,0,0,0,0,1,1,0,0
Masyn Winn,STL,hitter,644,587,150,15,79,68,13,0.255355,NA,NA,NA,NA,NA,NA,0.2716013788948252,0.1803547567276218,0.38285613264658697,0.10725700161817042,0.057751149154709566,0.999820419041914,0,0,0,0,0,0,0.999820419041914,0,0,0,0,1,0,0,1,1,0,0
Edwin Diaz,LAD,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,66,5,36,93,2.9804,1.06953,0,0,0,0,0,0,0.1226495573299238,0.5023033693630067,0.25664163895499154,0.05865152802580973,0.056530736932362186,0.996776830606094,0.996776830606094,0,0,0,0,0,0,0,0,0,0,1
Bryan Reynolds,PIT,hitter,644,576,146,19,73,76,5,0.252652,NA,NA,NA,NA,NA,NA,0.25097342606737016,0.22844935852165427,0.42789803060500897,0.041252692930065546,0.04514733262619336,0.9937208407502922,0,0,0,0,0,0,0.9937208407502922,0,0,0,0,0,1,0,0,1,0,0
Matt McLain,CIN,hitter,616,543,128,19,75,68,18,0.235464,NA,NA,NA,NA,NA,NA,0.25784941034318853,0.22844935852165427,0.38285613264658697,0.14850969454823598,-0.02650603418096212,0.9911585618787037,0,0,0,0,0,0,0.9911585618787037,0,0,1,0,0,0,0,1,1,0,0
Mason Miller,SDP,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,66,4,32,106,2.43584,0.96314,0,0,0,0,0,0,0.09811964586393904,0.44649188387822814,0.29251627665837743,0.0746938715239073,0.07450350134995797,0.9863251792744099,0.9863251792744099,0,0,0,0,0,0,0,0,0,0,1
Drake Baldwin,ATL,hitter,528,472,126,21,63,75,1,0.266373,NA,NA,NA,NA,NA,NA,0.21659350468827834,0.2524966594186705,0.42226779336020626,0.00825053858601311,0.08492181313928072,0.9845303091924489,0,0,0,0,0,0,0.9845303091924489,1,0,0,0,0,0,0,0,1,0,0
Jakob Marsee,MIA,hitter,581,498,115,13,73,58,35,0.231056,NA,NA,NA,NA,NA,NA,0.25097342606737016,0.15630745583060557,0.3265537601985595,0.2887688505104588,-0.04055422864865996,0.982049263958334,0,0,0,0,0,0,0.982049263958334,0,0,0,0,0,1,0,0,1,0,0
Ramon Laureano,SDP,hitter,560,505,122,21,70,73,9,0.242423,NA,NA,NA,NA,NA,NA,0.2406594496536426,0.2524966594186705,0.4110073188706007,0.07425484727411799,0.001355428350787036,0.9797737035678189,0,0,0,0,0,0,0.9797737035678189,0,0,0,0,0,1,0,0,1,0,0
Yoshinobu Yamamoto,LAD,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,155,12,0,165,3.3769,1.11176,0,0,0,0,0,0,0.2943589375918171,0,0.45533194008143657,0.11031050562462955,0.11600740919433591,0.9760087924922191,0.9760087924922191,0,0,0,0,0,0,0,0,0,1,0
Xander Bogaerts,SDP,hitter,609,546,145,13,68,63,17,0.264494,NA,NA,NA,NA,NA,NA,0.23378346537782424,0.15630745583060557,0.3547049464225732,0.14025915596222285,0.09064369704546352,0.9756987206386893,0,0,0,0,0,0,0.9756987206386893,0,0,0,0,1,0,0,1,1,0,0
Otto Lopez,MIA,hitter,609,557,148,12,67,65,16,0.265846,NA,NA,NA,NA,NA,NA,0.23034547323991506,0.14428380538209745,0.36596542091217876,0.13200861737620975,0.09804268541709914,0.9706460023275001,0,0,0,0,0,0,0.9706460023275001,0,0,1,0,1,0,0,1,1,0,0
Spencer Strider,ATL,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,159,12,0,187,3.84729,1.20701,0,0,0,0,0,0,0.2943589375918171,0,0.516042865425628,0.07977361490957376,0.0802368220079879,0.9704122399350068,0.9704122399350068,0,0,0,0,0,0,0,0,0,1,0
Sal Stewart,CIN,hitter,504,454,120,18,65,69,8,0.263859,NA,NA,NA,NA,NA,NA,0.2234694889640967,0.21642570807314615,0.38848636989138974,0.06600430868810488,0.0732369929694827,0.9676228685862203,0,0,0,0,0,0,0.9676228685862203,0,1,0,1,0,0,1,0,1,0,0
Xavier Edwards,MIA,hitter,602,539,151,5,72,50,27,0.280706,NA,NA,NA,NA,NA,NA,0.24753543392946098,0.060118252242540596,0.28151186224013747,0.22276454182235395,0.15414663469768053,0.9660767249321734,0,0,0,0,0,0,0.9660767249321734,0,0,1,0,1,0,0,1,1,0,0
Noelvi Marte,CIN,hitter,539,495,125,17,67,65,15,0.253179,NA,NA,NA,NA,NA,NA,0.23034547323991506,0.20440205762463803,0.36596542091217876,0.12375807879019664,0.04072894529750809,0.9651999758644365,0,0,0,0,0,0,0.9651999758644365,0,0,0,1,0,1,1,0,1,0,0
Nick Pivetta,SDP,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,173,10,0,190,3.92064,1.1697,0,0,0,0,0,0,0.2452991146598476,0,0.5243216279725633,0.08113369225077677,0.10382289564417883,0.9545773305273665,0.9545773305273665,0,0,0,0,0,0,0,0,0,1,0
Jordan Beck,COL,hitter,560,509,128,16,64,63,16,0.251974,NA,NA,NA,NA,NA,NA,0.22003149682618753,0.19237840717612992,0.3547049464225732,0.13200861737620975,0.03734199199087708,0.9364654597919775,0,0,0,0,0,0,0.9364654597919775,0,0,0,0,0,1,0,0,1,0,0
Jhoan Duran,PHI,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,70,7,29,84,2.6689,1.09849,0,0,0,0,0,0,0.1717093802618933,0.40463326976464425,0.2318053513141859,0.07193888608143643,0.05476804454864904,0.9348549319708089,0.9348549319708089,0,0,0,0,0,0,0,0,0,0,1
Brandon Lowe,PIT,hitter,546,492,120,23,69,68,4,0.243199,NA,NA,NA,NA,NA,NA,0.23722145751573342,0.27654396031568673,0.38285613264658697,0.03300215434405244,0.004145877902786176,0.9337695827248457,0,0,0,0,0,0,0.9337695827248457,0,0,1,0,0,0,0,1,1,0,0
Daylen Lile,WSN,hitter,553,505,135,11,66,64,14,0.267242,NA,NA,NA,NA,NA,NA,0.2269074811020059,0.1322601549335893,0.360335183667376,0.11550754020418354,0.09410668936145532,0.9291170492686099,0,0,0,0,0,0,0.9291170492686099,0,0,0,0,0,1,0,0,1,0,0
Zac Gallen,ARI,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,182,13,0,169,4.03093,1.28085,0,0,0,0,0,0,0.31888884905780185,0,0.4663702901440168,0.07639498120182346,0.0574454046493315,0.9190995250529735,0.9190995250529735,0,0,0,0,0,0,0,0,0,1,0
Konnor Griffin,PIT,hitter,469,424,110,11,67,55,23,0.260215,NA,NA,NA,NA,NA,NA,0.23034547323991506,0.1322601549335893,0.30966304846415127,0.18976238747830151,0.056963802033443464,0.9189948661494006,0,0,0,0,0,0,0.9189948661494006,0,0,0,0,1,0,0,1,1,0,0
Nolan Arenado,ARI,hitter,595,543,138,17,64,75,3,0.253559,NA,NA,NA,NA,NA,NA,0.22003149682618753,0.20440205762463803,0.42226779336020626,0.02475161575803933,0.046205378539610584,0.9176583421086817,0,0,0,0,0,0,0.9176583421086817,0,0,0,1,0,0,1,0,1,0,0
Freddy Peralta,NYM,pitcher,NA,NA,NA,NA,NA,NA,NA,NA,162,11,0,177,3.83152,1.21874,0,0,0,0,0,0,0.26982902612583237,0,0.4884469902691774,0.0824190924780176,0.07688684081217721,0.9175819496852046,0.9175819496852046,0,0,0,0,0,0,0,0,0,1,0
